user_id,search_frequency,avg_session_duration,search_query_complexity,click_through_rate,conversion_rate,brand_loyalty_score,num_preferred_categories,num_peak_hours,prefers_electronics,prefers_clothing,prefers_home,prefers_sports,prefers_books,price_sensitivity_high,price_sensitivity_medium,price_sensitivity_low,engagement_score,activity_intensity,search_frequency_normalized,avg_session_duration_normalized,search_query_complexity_normalized,click_through_rate_normalized,conversion_rate_normalized,brand_loyalty_score_normalized,engagement_score_normalized,activity_intensity_normalized
user_0015,0.24,183.7,1.31,0.692,0.231,0.538,3,3,1,0,0,0,0,0,0,1,0.4154,0.44087999999999994,0.4418604651162791,0.45248645987198427,0.2333333333333333,0.666305525460455,0.34632683658170915,0.6725,0.5343586387434556,0.33772233772233773
user_0016,0.23,163.2,1.4,0.9,0.0,0.5,3,3,1,0,0,0,0,0,0,1,0.36000000000000004,0.37536,0.41860465116279066,0.3515509601181684,0.33333333333333315,0.8916576381365114,0.0,0.625,0.4437172774869111,0.27465927465927475
user_0017,0.27,108.7,1.53,0.333,0.067,0.667,3,3,1,1,1,0,0,1,0,0,0.1734,0.29349000000000003,0.5116279069767442,0.08321024126046286,0.47777777777777775,0.27735644637053086,0.10044977511244378,0.83375,0.13841623036649214,0.19585932085932092
user_0018,0.15,145.1,2.0,0.857,0.0,0.429,3,3,0,0,0,1,0,0,0,1,0.3428,0.21764999999999998,0.23255813953488372,0.26243229935992124,1.0,0.8450704225352113,0.0,0.53625,0.41557591623036655,0.12286324786324786
user_0019,0.19,182.6,1.71,0.857,0.0,0.286,3,3,1,0,0,0,0,0,0,1,0.3428,0.34694,0.32558139534883723,0.447070408665682,0.6777777777777777,0.8450704225352113,0.0,0.35749999999999993,0.41557591623036655,0.2473049973049974
user_0020,0.3,178.3,1.47,0.529,0.176,0.647,3,3,1,0,0,0,0,0,0,1,0.3172,0.5349,0.5813953488372093,0.42589857213195487,0.41111111111111104,0.48970747562296857,0.26386806596701645,0.80875,0.3736910994764398,0.42821667821667836
user_0021,0.22,152.1,2.0,0.818,0.182,0.636,3,3,0,0,0,1,0,0,0,1,0.4364,0.33462,0.3953488372093023,0.2968980797636633,1.0,0.8028169014084506,0.272863568215892,0.7949999999999999,0.568717277486911,0.23544698544698545
user_0022,0.26,216.3,1.14,0.643,0.0,0.714,3,3,0,0,1,0,0,0,0,1,0.25720000000000004,0.5623800000000001,0.48837209302325585,0.6129985228951257,0.044444444444444245,0.6132177681473456,0.0,0.8925,0.2755235602094242,0.45466620466620483
user_0023,0.25,184.5,1.46,0.692,0.154,0.615,3,3,1,0,0,0,0,0,0,1,0.3692,0.46125,0.4651162790697675,0.4564254062038406,0.3999999999999999,0.666305525460455,0.23088455772113942,0.7687499999999999,0.4587696335078534,0.35732848232848236
user_0024,0.28,105.5,1.5,0.643,0.071,0.643,3,3,1,1,1,0,0,1,0,0,0.2998,0.29540000000000005,0.5348837209302326,0.06745445593303794,0.44444444444444436,0.6132177681473456,0.10644677661169413,0.80375,0.3452225130890053,0.19769769769769777
user_0025,0.27,150.6,1.38,0.375,0.062,0.688,3,3,1,1,1,0,0,1,0,0,0.18720000000000003,0.40662,0.5116279069767442,0.28951255539143284,0.31111111111111095,0.32286023835319605,0.0929535232383808,0.8599999999999999,0.1609947643979058,0.30474705474705477
user_0026,0.22,196.0,1.6,0.8,0.2,0.6,3,3,0,0,1,0,0,0,0,1,0.44000000000000006,0.43119999999999997,0.3953488372093023,0.5130477597242739,0.5555555555555556,0.7833152762730228,0.29985007496251875,0.7499999999999999,0.5746073298429321,0.3284053284053284
user_0027,0.26,206.7,1.47,0.4,0.133,0.667,3,3,0,0,1,0,0,0,0,1,0.2398,0.53742,0.48837209302325585,0.5657311669128509,0.41111111111111104,0.34994582881906827,0.19940029985007496,0.83375,0.24705497382198957,0.43064218064218074
user_0028,0.3,264.0,1.75,0.5,0.125,0.688,3,3,0,1,0,0,0,0,0,1,0.275,0.792,0.5813953488372093,0.8478581979320533,0.7222222222222222,0.45828819068255683,0.1874062968515742,0.8599999999999999,0.3046465968586388,0.6756756756756758
user_0029,0.29,207.4,1.27,0.533,0.133,0.667,3,3,0,0,1,0,0,0,0,1,0.29300000000000004,0.60146,0.5581395348837209,0.5691777449532252,0.18888888888888883,0.49404117009750814,0.19940029985007496,0.83375,0.33409685863874355,0.49228074228074237
user_0030,0.25,226.5,1.79,0.571,0.214,0.714,3,3,0,1,0,0,0,0,0,1,0.3568,0.56625,0.4651162790697675,0.6632200886262926,0.7666666666666667,0.5352112676056338,0.320839580209895,0.8925,0.4384816753926702,0.4583910833910835
user_0031,0.22,255.8,1.77,0.615,0.154,0.769,3,3,0,1,0,0,0,0,0,1,0.3384,0.56276,0.3953488372093023,0.807483998030527,0.7444444444444445,0.5828819068255688,0.23088455772113942,0.9612499999999999,0.4083769633507853,0.45503195503195515
user_0032,0.25,216.3,1.46,0.385,0.154,0.615,3,3,0,0,1,0,0,0,0,1,0.2464,0.5407500000000001,0.4651162790697675,0.6129985228951257,0.3999999999999999,0.3336944745395449,0.23088455772113942,0.7687499999999999,0.2578534031413613,0.433847308847309
user_0033,0.25,196.4,1.46,0.615,0.154,0.538,3,3,1,0,0,0,0,0,0,1,0.3384,0.491,0.4651162790697675,0.515017232890202,0.3999999999999999,0.5828819068255688,0.23088455772113942,0.6725,0.4083769633507853,0.385962885962886
user_0034,0.17,244.7,1.14,0.429,0.143,0.571,3,3,0,0,1,0,0,0,0,1,0.25739999999999996,0.41599,0.2790697674418605,0.7528311176760217,0.044444444444444245,0.3813651137594799,0.21439280359820087,0.7137499999999999,0.2758507853403141,0.3137656887656888
user_0035,0.22,129.3,1.42,0.5,0.083,0.667,3,3,1,1,1,0,0,1,0,0,0.24980000000000002,0.28446,0.3953488372093023,0.1846381093057608,0.3555555555555554,0.45828819068255683,0.12443778110944528,0.83375,0.2634162303664922,0.18716793716793717
user_0036,0.19,149.2,2.0,0.727,0.091,0.636,3,3,0,0,0,1,0,0,0,1,0.3454,0.28348,0.32558139534883723,0.2826193993106844,1.0,0.704225352112676,0.136431784107946,0.7949999999999999,0.4198298429319372,0.18622468622468627
user_0037,0.2,159.5,1.36,0.909,0.091,0.455,3,3,1,0,0,0,0,0,0,1,0.4182,0.319,0.34883720930232565,0.3333333333333334,0.2888888888888889,0.9014084507042254,0.136431784107946,0.56875,0.5389397905759163,0.22041272041272045
user_0038,0.2,243.4,1.73,1.0,0.182,0.636,3,3,0,1,0,0,0,0,0,1,0.5092,0.48680000000000007,0.34883720930232565,0.7464303298867555,0.7,1.0,0.272863568215892,0.7949999999999999,0.6878272251308901,0.381920381920382
user_0039,0.29,205.1,1.35,0.412,0.059,0.706,3,3,0,0,1,0,0,0,0,1,0.2002,0.5947899999999999,0.5581395348837209,0.5578532742491384,0.2777777777777778,0.3629469122426868,0.08845577211394302,0.8825,0.18226439790575916,0.4858608608608609
user_0040,0.14,176.9,1.86,0.714,0.143,0.429,3,3,1,0,0,0,0,0,0,1,0.3714,0.24766000000000002,0.2093023255813954,0.4190054160512064,0.8444444444444446,0.6901408450704225,0.21439280359820087,0.53625,0.462369109947644,0.1517479017479018
user_0041,0.18,228.1,1.2,0.3,0.0,0.6,3,3,0,0,1,0,0,0,0,1,0.12,0.41058,0.3023255813953489,0.6710979812900051,0.11111111111111098,0.2416034669555796,0.0,0.7499999999999999,0.05104712041884816,0.30855855855855857
user_0042,0.23,179.9,1.43,0.429,0.0,0.643,3,3,0,0,1,0,0,0,0,1,0.1716,0.41377,0.41860465116279066,0.4337764647956673,0.36666666666666653,0.3813651137594799,0.0,0.80375,0.1354712041884817,0.31162893662893665
user_0043,0.27,178.2,1.4,0.6,0.133,0.733,3,3,0,0,1,0,0,0,0,1,0.3198,0.48113999999999996,0.5116279069767442,0.42540620384047273,0.33333333333333315,0.5666305525460456,0.19940029985007496,0.9162499999999999,0.37794502617801046,0.37647262647262647
user_0044,0.26,225.2,1.77,0.923,0.231,0.615,3,3,0,1,0,0,0,0,0,1,0.5078,0.58552,0.48837209302325585,0.6568193008370261,0.7444444444444445,0.9165763813651138,0.34632683658170915,0.7687499999999999,0.6855366492146598,0.4769384769384771
user_0045,0.2,138.8,2.0,0.583,0.167,0.75,3,3,0,0,0,1,0,0,0,1,0.3334,0.27760000000000007,0.34883720930232565,0.23141309699655352,1.0,0.5482123510292524,0.25037481259370314,0.9375,0.400196335078534,0.18056518056518064
user_0046,0.2,122.4,2.0,0.6,0.0,0.7,3,3,0,0,0,1,0,0,0,1,0.24,0.24480000000000005,0.34883720930232565,0.1506646971935008,1.0,0.5666305525460456,0.0,0.8749999999999999,0.2473821989528796,0.14899514899514907
user_0047,0.24,181.3,1.5,0.8,0.1,0.5,3,3,1,0,0,0,0,0,0,1,0.38000000000000006,0.43512,0.4418604651162791,0.4406696208764157,0.44444444444444436,0.7833152762730228,0.14992503748125938,0.625,0.47643979057591634,0.3321783321783322
user_0048,0.21,196.6,1.6,0.6,0.1,0.4,3,3,1,0,0,0,0,0,0,1,0.3,0.41285999999999995,0.3720930232558139,0.516001969473166,0.5555555555555556,0.5666305525460456,0.14992503748125938,0.5,0.3455497382198953,0.3107530607530607
user_0049,0.21,112.8,1.5,0.7,0.1,0.5,3,3,1,1,1,0,0,1,0,0,0.33999999999999997,0.23687999999999998,0.3720930232558139,0.10339734121122601,0.44444444444444436,0.6749729144095341,0.14992503748125938,0.625,0.4109947643979057,0.14137214137214138
user_0050,0.27,251.1,1.71,0.571,0.0,0.714,3,3,0,1,0,0,0,0,0,1,0.2284,0.67797,0.5116279069767442,0.7843426883308717,0.6777777777777777,0.5352112676056338,0.0,0.8925,0.22840314136125656,0.565921690921691
user_0051,0.29,207.8,1.31,0.562,0.188,0.688,3,3,0,0,1,0,0,0,0,1,0.3376,0.60262,0.5581395348837209,0.5711472181191533,0.2333333333333333,0.5254604550379198,0.2818590704647676,0.8599999999999999,0.4070680628272252,0.4933972433972435
user_0052,0.12,217.0,1.86,0.571,0.0,0.286,3,3,0,1,0,0,0,0,0,1,0.2284,0.26039999999999996,0.1627906976744186,0.6164451009354999,0.8444444444444446,0.5352112676056338,0.0,0.35749999999999993,0.22840314136125656,0.164010164010164
user_0053,0.3,211.4,1.71,0.5,0.143,0.643,3,3,0,1,0,0,0,0,0,1,0.2858,0.6342,0.5813953488372093,0.5888724766125063,0.6777777777777777,0.45828819068255683,0.21439280359820087,0.80375,0.3223167539267016,0.5237930237930238
user_0054,0.18,181.1,1.6,0.5,0.1,0.4,3,3,1,0,0,0,0,0,0,1,0.26,0.32598,0.3023255813953489,0.43968488429345154,0.5555555555555556,0.45828819068255683,0.14992503748125938,0.5,0.28010471204188486,0.22713097713097716
user_0055,0.23,129.2,1.58,0.167,0.083,0.75,3,3,1,1,1,0,0,1,0,0,0.11660000000000001,0.29716,0.41860465116279066,0.18414574101427866,0.5333333333333333,0.09750812567713976,0.12443778110944528,0.9375,0.04548429319371729,0.1993916993916994
user_0056,0.21,251.6,1.9,0.5,0.0,0.6,3,3,0,1,0,0,0,0,0,1,0.2,0.5283599999999999,0.3720930232558139,0.7868045297882819,0.8888888888888887,0.45828819068255683,0.0,0.7499999999999999,0.18193717277486912,0.42192192192192196
user_0057,0.33,176.0,1.39,0.611,0.0,0.722,3,3,0,0,1,0,0,0,0,1,0.2444,0.5808000000000001,0.6511627906976745,0.4145741014278681,0.322222222222222,0.5785482123510293,0.0,0.9025,0.2545811518324608,0.4723954723954726
user_0058,0.28,217.2,1.27,0.6,0.133,0.667,3,3,0,0,1,0,0,0,0,1,0.3198,0.60816,0.5348837209302326,0.6174298375184639,0.18888888888888883,0.5666305525460456,0.19940029985007496,0.83375,0.37794502617801046,0.49872949872949884
user_0059,0.23,265.9,1.83,0.75,0.083,0.583,3,3,0,1,0,0,0,0,0,1,0.34980000000000006,0.61157,0.41860465116279066,0.8572131954702117,0.8111111111111111,0.7291440953412784,0.12443778110944528,0.7287499999999999,0.4270287958115185,0.502011627011627
user_0060,0.22,234.0,1.88,0.25,0.0,0.5,3,3,0,1,0,0,0,0,0,1,0.1,0.5147999999999999,0.3953488372093023,0.7001477104874446,0.8666666666666666,0.1874322860238353,0.0,0.625,0.018324607329842934,0.4088704088704089
user_0061,0.17,173.7,2.0,0.667,0.0,0.333,3,3,0,0,0,1,0,0,0,1,0.26680000000000004,0.29529,0.2790697674418605,0.4032496307237814,1.0,0.639219934994583,0.0,0.41625,0.2912303664921467,0.19759182259182262
user_0062,0.2,149.3,1.4,0.6,0.0,0.6,3,3,1,0,0,0,0,0,0,1,0.24,0.29860000000000003,0.34883720930232565,0.28311176760216655,0.33333333333333315,0.5666305525460456,0.0,0.7499999999999999,0.2473821989528796,0.20077770077770082
user_0063,0.17,122.6,1.38,0.5,0.0,0.5,3,3,1,1,1,0,0,1,0,0,0.2,0.20842000000000002,0.2790697674418605,0.1516494337764648,0.31111111111111095,0.45828819068255683,0.0,0.625,0.18193717277486912,0.11397936397936402
user_0064,0.19,202.8,1.8,0.5,0.2,0.6,3,3,1,0,0,0,0,0,0,1,0.32,0.38532000000000005,0.32558139534883723,0.5465288035450518,0.7777777777777778,0.45828819068255683,0.29985007496251875,0.7499999999999999,0.3782722513089006,0.2842457842457843
user_0065,0.23,120.8,1.31,0.615,0.077,0.615,3,3,1,1,1,0,0,1,0,0,0.2922,0.27784,0.41860465116279066,0.1427868045297883,0.2333333333333333,0.5828819068255688,0.11544227886056971,0.7687499999999999,0.3327879581151833,0.1807961807961808
user_0066,0.27,202.6,1.36,0.714,0.071,0.643,3,3,0,0,1,0,0,0,0,1,0.3282,0.5470200000000001,0.5116279069767442,0.5455440669620877,0.2888888888888889,0.6901408450704225,0.10644677661169413,0.80375,0.3916884816753927,0.43988218988219
user_0067,0.2,150.4,2.0,0.375,0.25,0.625,3,3,0,0,0,1,0,0,0,1,0.30000000000000004,0.3008,0.34883720930232565,0.28852781880846884,1.0,0.32286023835319605,0.3748125937031484,0.78125,0.3455497382198954,0.20289520289520294
user_0068,0.19,159.6,2.0,0.727,0.182,0.636,3,3,0,0,0,1,0,0,0,1,0.4,0.30323999999999995,0.32558139534883723,0.3338257016248154,1.0,0.704225352112676,0.272863568215892,0.7949999999999999,0.5091623036649215,0.20524370524370522
user_0069,0.24,128.8,1.18,0.545,0.091,0.545,3,3,1,1,1,0,0,1,0,0,0.2726,0.30912,0.4418604651162791,0.18217626784835067,0.08888888888888873,0.5070422535211268,0.136431784107946,0.68125,0.30071989528795817,0.21090321090321093
user_0070,0.23,258.1,1.62,0.538,0.077,0.615,3,3,0,1,0,0,0,0,0,1,0.2614,0.5936300000000001,0.41860465116279066,0.8188084687346137,0.5777777777777778,0.49945828819068255,0.11544227886056971,0.7687499999999999,0.28239528795811525,0.4847443597443599
user_0071,0.19,218.0,1.9,0.6,0.1,0.5,3,3,0,1,0,0,0,0,0,1,0.3,0.4142,0.32558139534883723,0.6213687838503201,0.8888888888888887,0.5666305525460456,0.14992503748125938,0.625,0.3455497382198953,0.31204281204281215
user_0072,0.27,142.9,2.0,0.533,0.2,0.733,3,3,0,0,0,1,0,0,0,1,0.33320000000000005,0.38583000000000006,0.5116279069767442,0.25160019694731667,1.0,0.49404117009750814,0.29985007496251875,0.9162499999999999,0.39986910994764413,0.2847366597366598
user_0073,0.31,168.2,2.0,0.583,0.0,0.667,3,3,0,0,0,1,0,0,0,1,0.2332,0.52142,0.6046511627906977,0.37616937469226985,1.0,0.5482123510292524,0.0,0.83375,0.23625654450261777,0.41524216524216534
user_0074,0.12,208.9,1.86,0.571,0.0,0.286,3,3,0,1,0,0,0,0,0,1,0.2284,0.25068,0.1627906976744186,0.5765632693254555,0.8444444444444446,0.5352112676056338,0.0,0.35749999999999993,0.22840314136125656,0.1546546546546547
user_0075,0.28,253.3,1.81,0.75,0.125,0.688,3,3,0,1,0,0,0,0,0,1,0.37500000000000006,0.7092400000000001,0.5348837209302326,0.7951747907434763,0.788888888888889,0.7291440953412784,0.1874062968515742,0.8599999999999999,0.46825916230366504,0.5960190960190962
user_0076,0.22,240.5,1.77,0.308,0.077,0.615,3,3,0,1,0,0,0,0,0,1,0.1694,0.5291,0.3953488372093023,0.7321516494337765,0.7444444444444445,0.2502708559046587,0.11544227886056971,0.7687499999999999,0.1318717277486911,0.42263417263417274
user_0077,0.26,154.5,2.0,0.615,0.231,0.692,3,3,0,0,0,1,0,0,0,1,0.3846,0.4017,0.48837209302325585,0.30871491875923196,1.0,0.5828819068255688,0.34632683658170915,0.8649999999999999,0.48396596858638746,0.30001155001155
user_0078,0.21,122.5,1.33,0.5,0.083,0.667,3,3,1,1,1,0,0,1,0,0,0.24980000000000002,0.25725,0.3720930232558139,0.1511570654849828,0.25555555555555554,0.45828819068255683,0.12443778110944528,0.83375,0.2634162303664922,0.16097828597828598
user_0079,0.13,228.7,1.86,0.714,0.0,0.429,3,3,0,1,0,0,0,0,0,1,0.2856,0.29730999999999996,0.18604651162790697,0.6740521910388971,0.8444444444444446,0.6901408450704225,0.0,0.53625,0.3219895287958116,0.19953607453607453
user_0080,0.36,106.3,1.39,0.5,0.0,0.778,3,3,1,1,1,0,0,1,0,0,0.2,0.38268,0.7209302325581396,0.07139340226489416,0.322222222222222,0.45828819068255683,0.0,0.9725,0.18193717277486912,0.2817047817047818
user_0081,0.28,172.8,2.0,0.583,0.167,0.75,3,3,0,0,0,1,0,0,0,1,0.3334,0.48384000000000005,0.5348837209302326,0.39881831610044327,1.0,0.5482123510292524,0.25037481259370314,0.9375,0.400196335078534,0.37907137907137917
user_0082,0.26,189.5,1.36,0.545,0.091,0.545,3,3,0,0,1,0,0,0,0,1,0.2726,0.4927,0.48837209302325585,0.481043820777942,0.2888888888888889,0.5070422535211268,0.136431784107946,0.68125,0.30071989528795817,0.3875991375991377
user_0083,0.31,110.3,1.29,0.471,0.059,0.765,3,3,1,1,1,0,0,1,0,0,0.2238,0.34192999999999996,0.6046511627906977,0.0910881339241753,0.21111111111111108,0.42686890574214514,0.08845577211394302,0.9562499999999999,0.22087696335078535,0.2424828674828675
user_0084,0.22,138.5,2.0,1.0,0.182,0.636,3,3,0,0,0,1,0,0,0,1,0.5092,0.30469999999999997,0.3953488372093023,0.22993599212210739,1.0,1.0,0.272863568215892,0.7949999999999999,0.6878272251308901,0.20664895664895666
user_0085,0.16,141.3,1.29,0.429,0.0,0.429,3,3,1,0,0,0,0,0,0,1,0.1716,0.22608,0.2558139534883721,0.24372230428360425,0.21111111111111108,0.3813651137594799,0.0,0.53625,0.1354712041884817,0.13097713097713098
user_0086,0.15,204.6,1.75,0.625,0.125,0.5,3,3,0,1,0,0,0,0,0,1,0.325,0.30689999999999995,0.23255813953488372,0.5553914327917283,0.7222222222222222,0.5937161430119177,0.1874062968515742,0.625,0.3864528795811519,0.20876645876645875
user_0087,0.26,149.7,2.0,0.733,0.2,0.733,3,3,0,0,0,1,0,0,0,1,0.4132,0.38921999999999995,0.48837209302325585,0.28508124076809455,1.0,0.7107258938244854,0.29985007496251875,0.9162499999999999,0.5307591623036649,0.287999537999538
user_0088,0.27,137.6,2.0,0.867,0.0,0.733,3,3,0,0,0,1,0,0,0,1,0.3468,0.37152,0.5116279069767442,0.2255046774987691,1.0,0.8559046587215601,0.0,0.9162499999999999,0.4221204188481676,0.270963270963271
user_0089,0.24,229.8,1.83,0.5,0.25,0.583,3,3,0,1,0,0,0,0,0,1,0.35,0.55152,0.4418604651162791,0.6794682422451995,0.8111111111111111,0.45828819068255683,0.3748125937031484,0.7287499999999999,0.4273560209424084,0.44421344421344433
user_0090,0.2,153.2,2.0,0.4,0.2,0.6,3,3,0,0,0,1,0,0,0,1,0.28,0.3064,0.34883720930232565,0.30231413096996557,1.0,0.34994582881906827,0.29985007496251875,0.7499999999999999,0.3128272251308901,0.20828520828520833
user_0091,0.26,264.4,1.86,0.571,0.143,0.714,3,3,0,1,0,0,0,0,0,1,0.3142,0.68744,0.48837209302325585,0.8498276710979813,0.8444444444444446,0.5352112676056338,0.21439280359820087,0.8925,0.368782722513089,0.5750365750365751
user_0092,0.24,228.9,1.7,0.3,0.1,0.6,3,3,0,1,0,0,0,0,0,1,0.18,0.54936,0.4418604651162791,0.6750369276218614,0.6666666666666666,0.2416034669555796,0.14992503748125938,0.7499999999999999,0.14921465968586387,0.4421344421344422
user_0093,0.23,238.4,1.77,0.692,0.154,0.615,3,3,0,1,0,0,0,0,0,1,0.3692,0.54832,0.41860465116279066,0.7218119153126541,0.7444444444444445,0.666305525460455,0.23088455772113942,0.7687499999999999,0.4587696335078534,0.4411334411334412
user_0094,0.27,242.7,1.87,0.733,0.133,0.667,3,3,0,1,0,0,0,0,0,1,0.373,0.6552899999999999,0.5116279069767442,0.7429837518463811,0.8555555555555556,0.7107258938244854,0.19940029985007496,0.83375,0.4649869109947644,0.5440921690921691
user_0095,0.29,196.0,1.54,0.615,0.077,0.615,3,3,0,0,1,0,0,0,0,1,0.2922,0.5684,0.5581395348837209,0.5130477597242739,0.4888888888888889,0.5828819068255688,0.11544227886056971,0.7687499999999999,0.3327879581151833,0.4604604604604606
user_0096,0.2,184.6,1.3,0.8,0.0,0.5,3,3,0,0,1,0,0,0,0,1,0.32000000000000006,0.36920000000000003,0.34883720930232565,0.45691777449532256,0.22222222222222218,0.7833152762730228,0.0,0.625,0.3782722513089007,0.2687302687302688
user_0097,0.26,191.3,1.33,0.667,0.267,0.667,3,3,0,0,1,0,0,0,0,1,0.42700000000000005,0.49738000000000004,0.48837209302325585,0.4899064500246186,0.25555555555555554,0.639219934994583,0.4002998500749625,0.83375,0.5533376963350787,0.39210364210364224
user_0098,0.2,185.4,2.0,0.75,0.25,0.625,3,3,0,0,0,1,0,0,0,1,0.45000000000000007,0.3708000000000001,0.34883720930232565,0.4608567208271788,1.0,0.7291440953412784,0.3748125937031484,0.78125,0.5909685863874348,0.27027027027027034
user_0099,0.27,135.6,1.5,0.571,0.0,0.643,3,3,1,1,1,0,0,1,0,0,0.2284,0.36612,0.5116279069767442,0.21565731166912852,0.44444444444444436,0.5352112676056338,0.0,0.80375,0.22840314136125656,0.2657657657657658
user_0100,0.15,141.6,2.0,0.375,0.125,0.5,3,3,0,0,0,1,0,0,0,1,0.22500000000000003,0.21239999999999998,0.23255813953488372,0.24519940915805025,1.0,0.32286023835319605,0.1874062968515742,0.625,0.22284031413612573,0.1178101178101178
user_0101,0.31,166.6,1.47,0.765,0.294,0.647,3,3,1,0,0,0,0,0,0,1,0.48240000000000005,0.51646,0.6046511627906977,0.3682914820285574,0.41111111111111104,0.7453954496208017,0.4407796101949025,0.80875,0.6439790575916232,0.4104681604681606
user_0102,0.35,133.7,2.0,0.684,0.105,0.789,3,3,0,0,0,1,0,0,0,1,0.3366,0.4679499999999999,0.6976744186046512,0.20630231413096997,1.0,0.657638136511376,0.15742128935532232,0.98625,0.4054319371727749,0.3637772387772387
user_0103,0.19,101.9,1.27,0.818,0.273,0.636,3,3,1,1,1,0,0,1,0,0,0.491,0.19361,0.32558139534883723,0.04972919743968494,0.18888888888888883,0.8028169014084506,0.40929535232383807,0.7949999999999999,0.6580497382198953,0.09972472472472474
user_0104,0.18,189.6,1.4,0.4,0.3,0.5,3,3,0,0,1,0,0,0,0,1,0.34,0.34128000000000003,0.3023255813953489,0.48153618906942397,0.33333333333333315,0.34994582881906827,0.44977511244377805,0.625,0.41099476439790583,0.24185724185724194
user_0105,0.25,161.4,1.5,0.643,0.214,0.643,3,3,1,0,0,0,0,0,0,1,0.38560000000000005,0.4035,0.4651162790697675,0.342688330871492,0.44444444444444436,0.6132177681473456,0.320839580209895,0.80375,0.48560209424083783,0.3017440517440518
