store_id,store_name,country,cohort_month,first_order_date,activity_week,orders_count,week_number
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-09-02,6,35
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-09-09,2,36
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-09-16,10,37
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-09-23,3,38
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-09-30,7,39
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-10-07,2,40
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-10-14,4,41
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-10-21,8,42
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-10-28,4,43
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-11-04,12,44
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-11-11,9,45
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-11-18,10,46
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-11-25,12,47
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-12-02,17,48
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-12-09,12,49
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-12-16,8,50
133,store-spain-3,Spain,2024-06-01,2024-01-03,2024-12-23,10,51
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-01-01,6,0
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-01-08,4,1
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-01-15,4,2
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-01-22,5,3
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-01-29,7,4
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-02-05,8,5
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-02-12,4,6
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-02-19,1,7
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-02-26,6,8
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-03-04,8,9
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-03-11,6,10
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-03-18,5,11
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-03-25,8,12
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-04-01,3,13
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-04-08,6,14
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-04-15,5,15
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-04-22,6,16
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-04-29,9,17
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-05-06,4,18
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-05-13,3,19
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-05-20,4,20
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-06-03,11,22
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-06-10,6,23
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-06-17,5,24
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-06-24,6,25
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-07-01,6,26
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-07-08,7,27
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-07-15,8,28
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-07-22,4,29
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-07-29,2,30
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-08-05,6,31
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-08-12,17,32
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-08-19,8,33
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-08-26,5,34
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-09-02,10,35
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-09-09,7,36
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-09-16,10,37
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-09-23,8,38
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-09-30,5,39
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-10-07,6,40
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-10-14,7,41
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-10-21,8,42
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-10-28,7,43
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-11-04,6,44
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-11-11,15,45
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-11-18,11,46
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-11-25,12,47
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-12-02,18,48
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-12-09,12,49
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-12-16,9,50
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-12-23,8,51
138,store-italy-3,Italy,2024-06-01,2024-01-02,2024-12-30,5,52
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-01-01,9,0
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-01-08,6,1
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-01-15,3,2
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-01-22,4,3
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-01-29,7,4
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-02-05,7,5
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-02-12,6,6
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-02-26,6,8
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-03-04,5,9
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-03-11,5,10
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-03-18,8,11
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-03-25,3,12
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-04-01,9,13
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-04-08,10,14
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-04-15,6,15
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-04-22,8,16
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-04-29,3,17
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-05-06,6,18
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-05-13,4,19
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-05-20,7,20
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-05-27,7,21
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-06-03,3,22
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-06-10,4,23
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-06-17,5,24
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-06-24,8,25
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-07-01,4,26
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-07-08,4,27
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-07-15,4,28
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-07-22,7,29
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-07-29,9,30
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-08-05,11,31
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-08-12,8,32
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-08-19,3,33
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-08-26,5,34
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-09-02,6,35
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-09-09,3,36
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-09-16,4,37
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-09-23,2,38
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-09-30,4,39
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-10-07,5,40
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-10-14,2,41
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-10-21,7,42
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-10-28,14,43
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-11-04,5,44
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-11-11,10,45
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-11-18,5,46
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-11-25,11,47
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-12-02,5,48
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-12-09,11,49
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-12-16,11,50
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-12-23,9,51
145,store-germany-5,Germany,2024-06-01,2024-01-01,2024-12-30,2,52
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-01-01,3,0
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-01-08,7,1
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-01-15,5,2
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-01-22,3,3
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-01-29,6,4
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-02-05,8,5
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-02-12,2,6
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-02-19,4,7
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-02-26,2,8
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-03-04,4,9
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-03-11,6,10
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-03-18,6,11
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-03-25,7,12
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-04-01,6,13
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-04-08,6,14
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-04-15,4,15
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-04-22,7,16
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-04-29,8,17
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-05-06,15,18
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-05-13,7,19
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-05-20,4,20
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-05-27,9,21
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-06-03,4,22
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-06-10,5,23
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-06-17,8,24
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-06-24,7,25
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-07-01,3,26
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-07-08,11,27
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-07-15,9,28
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-07-22,8,29
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-07-29,7,30
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-08-05,8,31
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-08-12,5,32
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-08-19,7,33
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-08-26,3,34
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-09-02,5,35
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-09-09,12,36
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-09-16,4,37
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-09-23,5,38
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-09-30,5,39
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-10-07,5,40
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-10-14,8,41
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-10-21,9,42
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-10-28,5,43
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-11-04,12,44
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-11-11,10,45
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-11-18,11,46
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-11-25,6,47
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-12-02,14,48
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-12-09,7,49
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-12-16,12,50
153,store-netherlands-3,Netherlands,2024-06-01,2024-01-04,2024-12-23,7,51
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-01-01,8,0
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-01-08,7,1
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-01-15,3,2
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-01-22,6,3
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-01-29,2,4
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-02-05,1,5
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-02-12,6,6
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-02-19,3,7
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-02-26,9,8
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-03-04,7,9
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-03-11,3,10
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-03-18,6,11
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-03-25,8,12
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-04-01,9,13
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-04-08,7,14
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-04-15,9,15
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-04-22,4,16
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-04-29,8,17
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-05-06,4,18
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-05-13,6,19
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-05-20,5,20
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-05-27,7,21
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-06-03,12,22
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-06-10,9,23
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-06-17,10,24
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-06-24,6,25
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-07-01,2,26
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-07-08,7,27
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-07-15,5,28
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-07-22,6,29
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-07-29,9,30
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-08-05,8,31
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-08-12,8,32
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-08-19,4,33
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-08-26,9,34
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-09-02,8,35
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-09-09,4,36
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-09-16,5,37
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-09-23,6,38
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-09-30,8,39
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-10-07,10,40
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-10-14,4,41
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-10-21,7,42
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-10-28,6,43
135,store-spain-5,Spain,2024-07-01,2024-01-01,2024-11-04,4,44
