user_id,session_id,search_query,clicked_product_ids,viewed_categories,timestamp,session_duration,conversion_event,purchase_amount,device_type,page_views,time_on_page,persona
user_0004,session_4_11,designer dress,"['p_445', 'p_474']",['accessories'],2025-04-18 08:40:01.906062,240,False,0.0,mobile,4,150,fashion_forward
user_0005,session_5_0,designer dress,"['p_186', 'p_558', 'p_606']",['fashion'],2025-04-16 18:58:01.906062,272,False,0.0,mobile,7,157,fashion_forward
user_0005,session_5_1,luxury handbag,"['p_832', 'p_661']","['fashion', 'clothing']",2025-05-30 15:22:01.906062,308,True,0.0,mobile,4,123,fashion_forward
user_0005,session_5_2,designer dress,[],"['accessories', 'fashion']",2025-05-25 03:57:01.906062,127,False,0.0,desktop,4,216,fashion_forward
user_0005,session_5_3,jewelry,"['p_323', 'p_504']",['accessories'],2025-05-23 11:33:01.906062,180,False,0.0,desktop,9,95,fashion_forward
user_0005,session_5_4,summer fashion,"['p_280', 'p_839', 'p_919']","['clothing', 'accessories']",2025-04-25 03:29:01.906062,213,False,0.0,mobile,6,113,fashion_forward
user_0005,session_5_5,luxury handbag,[],['clothing'],2025-04-17 18:41:01.906062,217,True,90.44510281308887,mobile,6,258,fashion_forward
user_0005,session_5_6,jewelry,[],"['fashion', 'clothing']",2025-05-15 03:09:01.906062,311,False,0.0,mobile,6,124,fashion_forward
user_0005,session_5_7,designer dress,"['p_302', 'p_281']",['accessories'],2025-04-07 20:15:01.906062,278,False,0.0,tablet,4,226,fashion_forward
user_0005,session_5_8,jewelry,"['p_693', 'p_444', 'p_195']","['accessories', 'fashion']",2025-04-15 02:55:01.906062,262,False,0.0,mobile,2,127,fashion_forward
user_0005,session_5_9,luxury handbag,"['p_365', 'p_235', 'p_76']",['accessories'],2025-05-22 19:33:01.906062,227,False,0.0,mobile,9,64,fashion_forward
user_0005,session_5_10,summer fashion,"['p_486', 'p_991', 'p_249', 'p_323']","['accessories', 'fashion']",2025-04-14 10:48:01.906062,181,False,0.0,mobile,4,146,fashion_forward
user_0006,session_6_0,furniture,"['p_859', 'p_747', 'p_46']","['furniture', 'home']",2025-06-01 02:00:01.906062,167,False,0.0,mobile,6,290,home_decorator
user_0006,session_6_1,home decor,"['p_361', 'p_221']","['home', 'decor']",2025-05-23 09:29:01.906062,143,False,0.0,mobile,6,279,home_decorator
user_0006,session_6_2,lighting,[],['home'],2025-04-10 22:34:01.906062,219,False,0.0,mobile,7,284,home_decorator
user_0006,session_6_3,furniture,"['p_247', 'p_947', 'p_213']",['decor'],2025-05-25 22:37:01.906062,338,False,0.0,mobile,3,281,home_decorator
user_0006,session_6_4,kitchen appliances,"['p_634', 'p_993']",['furniture'],2025-05-02 04:16:01.906062,208,False,0.0,desktop,2,183,home_decorator
user_0006,session_6_5,kitchen appliances,[],['decor'],2025-04-19 09:45:01.906062,191,False,0.0,mobile,5,43,home_decorator
user_0006,session_6_6,bedding,"['p_369', 'p_883']","['decor', 'furniture']",2025-04-07 12:39:01.906062,266,False,0.0,desktop,2,205,home_decorator
user_0006,session_6_7,home decor,"['p_204', 'p_67']","['decor', 'home']",2025-05-18 07:02:01.906062,212,False,0.0,mobile,8,181,home_decorator
user_0006,session_6_8,bedding,[],"['furniture', 'home']",2025-04-20 11:47:01.906062,138,False,0.0,desktop,9,200,home_decorator
user_0006,session_6_9,kitchen appliances,"['p_629', 'p_444', 'p_821', 'p_811']",['furniture'],2025-05-03 14:39:01.906062,250,False,0.0,mobile,4,253,home_decorator
user_0006,session_6_10,kitchen appliances,[],['furniture'],2025-04-08 08:54:01.906062,193,False,0.0,tablet,5,119,home_decorator
user_0007,session_7_0,bluetooth speaker,"['p_840', 'p_265', 'p_504', 'p_205']","['tech', 'electronics']",2025-04-25 09:03:01.906062,101,False,0.0,desktop,4,82,tech_enthusiast
user_0007,session_7_1,wireless headphones,['p_317'],['gaming'],2025-04-15 10:58:01.906062,162,False,0.0,mobile,3,102,tech_enthusiast
user_0007,session_7_2,smartwatch,['p_224'],"['electronics', 'tech']",2025-05-04 14:45:01.906062,185,True,171.73399524413765,desktop,5,180,tech_enthusiast
user_0007,session_7_3,smartwatch,[],"['electronics', 'gaming']",2025-04-21 13:49:01.906062,210,False,0.0,mobile,3,43,tech_enthusiast
user_0007,session_7_4,smartwatch,"['p_16', 'p_51']",['electronics'],2025-05-27 05:03:01.906062,158,False,0.0,mobile,4,76,tech_enthusiast
user_0007,session_7_5,wireless headphones,"['p_273', 'p_602']",['electronics'],2025-05-08 16:16:01.906062,291,False,0.0,mobile,5,290,tech_enthusiast
user_0007,session_7_6,bluetooth speaker,"['p_410', 'p_254']","['electronics', 'tech']",2025-05-25 00:57:01.906062,179,False,0.0,desktop,3,112,tech_enthusiast
user_0007,session_7_7,smartwatch,[],"['tech', 'electronics']",2025-05-16 10:02:01.906062,72,False,0.0,desktop,7,273,tech_enthusiast
user_0007,session_7_8,smartphone,[],['electronics'],2025-05-20 12:09:01.906062,276,True,177.2589380147697,tablet,2,130,tech_enthusiast
user_0008,session_8_0,fitness equipment,[],"['fitness', 'health']",2025-04-21 02:31:01.906062,116,False,0.0,mobile,10,59,sports_fanatic
user_0008,session_8_1,protein powder,['p_834'],['health'],2025-05-09 19:23:01.906062,180,False,0.0,tablet,8,57,sports_fanatic
user_0008,session_8_2,yoga mat,"['p_528', 'p_307', 'p_793']","['fitness', 'health']",2025-04-12 07:15:01.906062,159,True,142.9816162094092,mobile,4,85,sports_fanatic
user_0008,session_8_3,running shoes,"['p_677', 'p_587', 'p_726']","['sports', 'health']",2025-05-31 11:17:01.906062,207,True,165.50066136599702,desktop,6,243,sports_fanatic
user_0008,session_8_4,protein powder,[],"['fitness', 'health']",2025-04-24 17:32:01.906062,17,False,0.0,mobile,4,294,sports_fanatic
user_0008,session_8_5,fitness equipment,['p_92'],['sports'],2025-04-10 15:10:01.906062,111,True,150.225642514156,desktop,4,262,sports_fanatic
user_0008,session_8_6,yoga mat,"['p_681', 'p_691']",['health'],2025-04-28 09:23:01.906062,244,False,0.0,mobile,2,72,sports_fanatic
user_0008,session_8_7,protein powder,[],['fitness'],2025-05-04 06:52:01.906062,102,False,0.0,tablet,6,154,sports_fanatic
user_0008,session_8_8,fitness equipment,"['p_55', 'p_617']","['fitness', 'sports']",2025-05-08 01:08:01.906062,257,False,0.0,mobile,4,282,sports_fanatic
user_0008,session_8_9,running shoes,[],"['health', 'fitness']",2025-04-03 17:30:01.906062,147,False,0.0,mobile,2,195,sports_fanatic
user_0008,session_8_10,yoga mat,[],['fitness'],2025-04-25 22:52:01.906062,206,False,0.0,desktop,1,161,sports_fanatic
user_0008,session_8_11,running shoes,"['p_838', 'p_156']",['sports'],2025-04-19 12:42:01.906062,178,False,0.0,mobile,7,191,sports_fanatic
user_0008,session_8_12,running shoes,"['p_423', 'p_164', 'p_176']","['fitness', 'health']",2025-04-29 18:30:01.906062,116,True,47.716959530145274,mobile,4,197,sports_fanatic
user_0008,session_8_13,running shoes,[],['sports'],2025-04-25 20:18:01.906062,163,False,0.0,tablet,5,244,sports_fanatic
user_0009,session_9_0,kitchen appliances,['p_107'],['decor'],2025-05-24 23:49:01.906062,230,False,0.0,mobile,6,167,home_decorator
user_0009,session_9_1,kitchen appliances,[],"['home', 'decor']",2025-05-05 16:15:01.906062,250,False,0.0,desktop,5,61,home_decorator
user_0009,session_9_2,lighting,['p_659'],"['decor', 'home']",2025-04-07 02:47:01.906062,179,False,0.0,desktop,3,161,home_decorator
user_0009,session_9_3,furniture,['p_70'],"['furniture', 'home']",2025-04-30 11:39:01.906062,224,False,0.0,mobile,4,212,home_decorator
user_0009,session_9_4,home decor,[],['decor'],2025-04-23 23:35:01.906062,148,False,0.0,tablet,9,279,home_decorator
user_0009,session_9_5,kitchen appliances,"['p_713', 'p_319']","['home', 'decor']",2025-05-22 02:38:01.906062,283,True,151.25196716779266,mobile,1,102,home_decorator
user_0009,session_9_6,home decor,"['p_122', 'p_375', 'p_507']",['furniture'],2025-05-19 10:45:01.906062,145,False,0.0,mobile,3,208,home_decorator
user_0009,session_9_7,bedding,[],['decor'],2025-04-04 02:30:01.906062,164,False,0.0,desktop,4,50,home_decorator
user_0010,session_10_0,yoga mat,[],"['health', 'sports']",2025-04-22 09:25:01.906062,132,False,0.0,desktop,5,282,sports_fanatic
user_0010,session_10_1,running shoes,[],"['sports', 'fitness']",2025-05-07 18:40:01.906062,132,False,0.0,desktop,5,292,sports_fanatic
user_0010,session_10_2,fitness equipment,"['p_66', 'p_942', 'p_10']","['fitness', 'health']",2025-04-21 18:05:01.906062,144,False,0.0,desktop,6,157,sports_fanatic
user_0010,session_10_3,protein powder,"['p_267', 'p_26']","['fitness', 'health']",2025-04-17 18:35:01.906062,198,False,0.0,tablet,5,157,sports_fanatic
user_0010,session_10_4,protein powder,"['p_898', 'p_475', 'p_771', 'p_717']",['fitness'],2025-05-04 03:44:01.906062,139,False,0.0,mobile,6,195,sports_fanatic
user_0010,session_10_5,protein powder,['p_833'],['fitness'],2025-05-05 19:40:01.906062,95,False,0.0,mobile,8,232,sports_fanatic
user_0010,session_10_6,fitness equipment,[],"['fitness', 'health']",2025-04-17 07:51:01.906062,38,False,0.0,desktop,5,273,sports_fanatic
user_0010,session_10_7,running shoes,[],"['fitness', 'sports']",2025-04-06 03:31:01.906062,127,False,0.0,mobile,5,85,sports_fanatic
user_0010,session_10_8,running shoes,['p_571'],"['fitness', 'health']",2025-05-09 10:19:01.906062,137,False,0.0,desktop,9,118,sports_fanatic
user_0010,session_10_9,running shoes,"['p_584', 'p_859', 'p_950', 'p_212']",['fitness'],2025-05-02 06:13:01.906062,65,False,0.0,desktop,6,204,sports_fanatic
user_0010,session_10_10,protein powder,"['p_375', 'p_959']",['health'],2025-05-03 07:43:01.906062,118,False,0.0,mobile,5,114,sports_fanatic
user_0011,session_11_0,discount,[],"['home', 'electronics']",2025-05-20 18:49:01.906062,89,False,0.0,mobile,4,134,budget_conscious
user_0011,session_11_1,sale,[],"['electronics', 'clothing']",2025-05-08 21:44:01.906062,151,False,0.0,desktop,7,248,budget_conscious
user_0011,session_11_2,discount,[],"['home', 'electronics']",2025-04-08 07:52:01.906062,26,False,0.0,mobile,2,213,budget_conscious
user_0011,session_11_3,best price,"['p_847', 'p_191']",['home'],2025-04-13 11:04:01.906062,92,False,0.0,mobile,4,161,budget_conscious
user_0011,session_11_4,best price,[],"['home', 'clothing']",2025-04-27 04:29:01.906062,135,True,170.2002915973077,desktop,9,90,budget_conscious
user_0011,session_11_5,cheap laptop,[],"['electronics', 'home']",2025-05-15 03:26:01.906062,178,False,0.0,mobile,1,297,budget_conscious
user_0011,session_11_6,cheap laptop,['p_45'],['electronics'],2025-04-04 01:50:01.906062,139,False,0.0,desktop,4,205,budget_conscious
user_0011,session_11_7,cheap laptop,[],['electronics'],2025-04-17 08:29:01.906062,173,True,83.85066869791206,tablet,3,278,budget_conscious
user_0011,session_11_8,best price,"['p_807', 'p_727', 'p_40', 'p_39', 'p_298']","['home', 'clothing']",2025-04-22 11:41:01.906062,205,False,0.0,tablet,6,38,budget_conscious
user_0012,session_12_0,jewelry,[],"['clothing', 'accessories']",2025-04-21 15:17:01.906062,269,False,0.0,desktop,3,191,fashion_forward
user_0012,session_12_1,summer fashion,"['p_70', 'p_310', 'p_462']","['accessories', 'fashion']",2025-04-14 21:09:01.906062,293,False,0.0,desktop,3,116,fashion_forward
user_0012,session_12_2,trendy shoes,"['p_257', 'p_984', 'p_60']",['accessories'],2025-05-05 12:47:01.906062,248,False,0.0,desktop,5,253,fashion_forward
user_0012,session_12_3,designer dress,['p_970'],['clothing'],2025-06-01 13:56:01.906062,326,False,0.0,mobile,4,78,fashion_forward
user_0012,session_12_4,designer dress,"['p_90', 'p_15', 'p_42']","['fashion', 'clothing']",2025-05-11 03:05:01.906062,175,False,0.0,mobile,9,217,fashion_forward
user_0012,session_12_5,jewelry,"['p_731', 'p_442', 'p_435', 'p_343', 'p_727', 'p_861']","['fashion', 'accessories']",2025-04-16 08:53:01.906062,262,False,0.0,tablet,4,84,fashion_forward
user_0012,session_12_6,summer fashion,[],"['accessories', 'fashion']",2025-05-31 14:22:01.906062,231,False,0.0,mobile,7,170,fashion_forward
user_0012,session_12_7,summer fashion,[],"['clothing', 'accessories']",2025-05-25 15:04:01.906062,155,False,0.0,mobile,4,217,fashion_forward
user_0012,session_12_8,luxury handbag,"['p_185', 'p_334', 'p_547']",['fashion'],2025-04-20 15:35:01.906062,218,False,0.0,mobile,6,36,fashion_forward
user_0012,session_12_9,designer dress,"['p_858', 'p_133']","['clothing', 'accessories']",2025-04-17 12:33:01.906062,267,False,0.0,tablet,3,227,fashion_forward
user_0013,session_13_0,luxury handbag,"['p_513', 'p_523', 'p_358']","['clothing', 'fashion']",2025-05-16 23:01:01.906062,222,False,0.0,mobile,8,268,fashion_forward
user_0013,session_13_1,summer fashion,[],"['fashion', 'accessories']",2025-04-04 23:13:01.906062,287,False,0.0,mobile,0,223,fashion_forward
user_0013,session_13_2,designer dress,[],"['fashion', 'accessories']",2025-04-20 22:10:01.906062,307,False,0.0,desktop,2,245,fashion_forward
user_0013,session_13_3,summer fashion,[],"['accessories', 'fashion']",2025-05-19 23:26:01.906062,302,True,16.184402788990738,mobile,7,69,fashion_forward
user_0013,session_13_4,jewelry,"['p_173', 'p_28', 'p_405']","['fashion', 'clothing']",2025-05-29 23:57:01.906062,230,False,0.0,mobile,5,72,fashion_forward
user_0013,session_13_5,jewelry,[],['fashion'],2025-05-10 22:39:01.906062,344,False,0.0,mobile,4,260,fashion_forward
user_0013,session_13_6,luxury handbag,[],['fashion'],2025-04-15 05:34:01.906062,172,False,0.0,mobile,1,201,fashion_forward
user_0013,session_13_7,luxury handbag,"['p_667', 'p_169']",['accessories'],2025-04-12 18:43:01.906062,397,False,0.0,desktop,8,91,fashion_forward
user_0013,session_13_8,luxury handbag,[],['fashion'],2025-04-13 13:33:01.906062,220,False,0.0,mobile,2,106,fashion_forward
user_0013,session_13_9,jewelry,"['p_696', 'p_433']",['clothing'],2025-04-16 19:12:01.906062,322,False,0.0,desktop,4,45,fashion_forward
user_0013,session_13_10,luxury handbag,[],['fashion'],2025-04-16 07:40:01.906062,215,False,0.0,mobile,7,48,fashion_forward
user_0013,session_13_11,designer dress,"['p_933', 'p_285']",['accessories'],2025-05-05 20:20:01.906062,177,False,0.0,tablet,5,255,fashion_forward
user_0013,session_13_12,trendy shoes,"['p_688', 'p_464', 'p_68']","['accessories', 'fashion']",2025-04-03 02:31:01.906062,228,False,0.0,desktop,4,49,fashion_forward
user_0013,session_13_13,luxury handbag,"['p_704', 'p_118', 'p_529']",['fashion'],2025-04-10 15:01:01.906062,306,False,0.0,desktop,4,119,fashion_forward
user_0013,session_13_14,designer dress,"['p_940', 'p_633']",['accessories'],2025-04-13 14:21:01.906062,197,False,0.0,mobile,10,55,fashion_forward
user_0013,session_13_15,luxury handbag,['p_301'],['clothing'],2025-05-13 06:58:01.906062,237,True,22.663473382134086,desktop,12,73,fashion_forward
user_0013,session_13_16,jewelry,['p_310'],['fashion'],2025-05-02 21:21:01.906062,309,False,0.0,mobile,5,241,fashion_forward
user_0013,session_13_17,trendy shoes,"['p_352', 'p_802', 'p_352', 'p_916', 'p_594']",['accessories'],2025-05-07 07:34:01.906062,357,False,0.0,mobile,6,213,fashion_forward
user_0013,session_13_18,jewelry,[],"['accessories', 'fashion']",2025-05-18 12:34:01.906062,306,False,0.0,desktop,7,172,fashion_forward
user_0013,session_13_19,summer fashion,['p_729'],"['fashion', 'accessories']",2025-05-22 05:13:01.906062,248,False,0.0,desktop,7,94,fashion_forward
user_0013,session_13_20,jewelry,"['p_946', 'p_720']",['clothing'],2025-04-10 07:11:01.906062,234,False,0.0,desktop,2,250,fashion_forward
user_0014,session_14_0,home decor,[],['decor'],2025-05-16 13:04:01.906062,282,False,0.0,tablet,4,183,home_decorator
user_0014,session_14_1,furniture,"['p_504', 'p_365', 'p_298', 'p_975', 'p_309']",['furniture'],2025-05-14 05:07:01.906062,179,False,0.0,desktop,7,277,home_decorator
user_0014,session_14_2,kitchen appliances,"['p_111', 'p_429', 'p_799']",['furniture'],2025-04-15 10:05:01.906062,190,False,0.0,desktop,5,86,home_decorator
user_0014,session_14_3,bedding,[],['decor'],2025-05-30 13:21:01.906062,127,False,0.0,desktop,4,68,home_decorator
user_0014,session_14_4,lighting,['p_745'],"['decor', 'furniture']",2025-05-18 02:12:01.906062,168,False,0.0,mobile,7,77,home_decorator
user_0014,session_14_5,home decor,"['p_364', 'p_717', 'p_753', 'p_274', 'p_942']",['furniture'],2025-04-19 17:12:01.906062,324,False,0.0,desktop,5,115,home_decorator
user_0014,session_14_6,home decor,"['p_652', 'p_498', 'p_313', 'p_733']","['decor', 'home']",2025-04-16 20:11:01.906062,269,False,0.0,desktop,5,120,home_decorator
user_0014,session_14_7,bedding,[],['home'],2025-04-26 02:18:01.906062,226,False,0.0,desktop,4,96,home_decorator
user_0014,session_14_8,bedding,['p_335'],['decor'],2025-04-15 15:45:01.906062,126,False,0.0,desktop,8,291,home_decorator
user_0014,session_14_9,bedding,[],['decor'],2025-04-25 09:19:01.906062,267,False,0.0,mobile,6,268,home_decorator
user_0014,session_14_10,kitchen appliances,[],"['home', 'furniture']",2025-04-09 19:42:01.906062,229,False,0.0,desktop,3,187,home_decorator
user_0014,session_14_11,lighting,[],['furniture'],2025-04-03 20:18:01.906062,193,False,0.0,mobile,5,50,home_decorator
user_0014,session_14_12,bedding,[],['home'],2025-05-28 03:55:01.906062,251,False,0.0,desktop,2,256,home_decorator
user_0014,session_14_13,kitchen appliances,[],['home'],2025-04-11 06:28:01.906062,133,True,140.60187735566564,desktop,8,31,home_decorator
user_0014,session_14_14,home decor,"['p_151', 'p_557', 'p_163']","['home', 'decor']",2025-04-09 11:42:01.906062,111,False,0.0,desktop,5,275,home_decorator
user_0015,session_15_0,tablet,['p_859'],"['electronics', 'tech']",2025-04-15 20:53:01.906062,238,False,0.0,mobile,3,32,tech_enthusiast
user_0015,session_15_1,gaming laptop,[],"['tech', 'electronics']",2025-04-16 23:06:01.906062,169,False,0.0,desktop,4,263,tech_enthusiast
user_0015,session_15_2,gaming laptop,"['p_856', 'p_94', 'p_462', 'p_77', 'p_27', 'p_625']",['electronics'],2025-05-11 07:30:01.906062,163,False,0.0,desktop,5,33,tech_enthusiast
user_0015,session_15_3,tablet,[],"['gaming', 'tech']",2025-05-12 07:50:01.906062,226,True,228.27283527640125,mobile,3,118,tech_enthusiast
user_0015,session_15_4,tablet,[],"['tech', 'electronics']",2025-04-26 05:25:01.906062,80,False,0.0,desktop,5,152,tech_enthusiast
user_0015,session_15_5,tablet,['p_639'],"['electronics', 'tech']",2025-04-25 16:39:01.906062,131,False,0.0,mobile,5,235,tech_enthusiast
user_0015,session_15_6,smartphone,"['p_604', 'p_860']","['electronics', 'gaming']",2025-04-25 15:37:01.906062,164,False,0.0,desktop,3,266,tech_enthusiast
user_0015,session_15_7,bluetooth speaker,[],['gaming'],2025-04-05 06:10:01.906062,152,False,0.0,mobile,4,254,tech_enthusiast
user_0015,session_15_8,wireless headphones,['p_490'],"['electronics', 'tech']",2025-05-10 03:05:01.906062,197,True,142.87541361597573,desktop,5,192,tech_enthusiast
user_0015,session_15_9,smartwatch,"['p_215', 'p_129', 'p_945', 'p_163']",['tech'],2025-05-21 02:30:01.906062,257,False,0.0,desktop,4,145,tech_enthusiast
user_0015,session_15_10,smartphone,"['p_312', 'p_204', 'p_295']",['tech'],2025-05-03 18:38:01.906062,160,True,122.43045443459162,desktop,5,108,tech_enthusiast
user_0015,session_15_11,smartwatch,"['p_60', 'p_173', 'p_542', 'p_203']",['gaming'],2025-05-28 04:00:01.906062,197,False,0.0,mobile,2,248,tech_enthusiast
user_0015,session_15_12,smartphone,"['p_334', 'p_64']",['electronics'],2025-04-04 11:01:01.906062,254,False,0.0,mobile,2,99,tech_enthusiast
user_0016,session_16_0,smartwatch,"['p_301', 'p_973', 'p_937', 'p_507']",['gaming'],2025-04-29 00:28:01.906062,46,False,0.0,mobile,5,175,tech_enthusiast
user_0016,session_16_1,tablet,"['p_982', 'p_316']",['electronics'],2025-05-10 22:53:01.906062,148,False,0.0,mobile,6,148,tech_enthusiast
user_0016,session_16_2,gaming laptop,[],['tech'],2025-05-30 06:48:01.906062,171,False,0.0,tablet,5,244,tech_enthusiast
